#AS931 and AS213122 Self-published IP Geolocation
#This file contains a self-published geofeed as defined in http://tools.ietf.org/html/draft-google-self-published-geofeeds-02
#Contact: noc@krixe.com/noc@hyonix.com
# California, United States
# LAX1
45.139.7.0/24,US,US-NJ,Secaucus,07094
178.173.238.0/24,US,US-NJ,Secaucus,07094
5.226.55.0/24,US,US-NJ,Secaucus,07094
104.224.31.0/24,US,US-NJ,Secaucus,07094
188.253.110.0/24,US,US-NJ,Secaucus,07094
# Amsterdam, Netherlands
# AMS1
103.104.251.0/24,NL,NL-NH,Amsterdam,1105 AT
185.147.34.0/24,NL,NL-NH,Amsterdam,1105 AT
89.37.99.0/24,NL,NL-NH,Amsterdam,1105 AT
5.252.165.0/24,NL,NL-NH,Amsterdam,1105 AT
103.202.55.0/24,NL,NL-NH,Amsterdam,1105 AT
38.255.49.0/24,NL,NL-NH,Amsterdam,1105 AT
38.255.50.0/24,NL,NL-NH,Amsterdam,1105 AT
38.255.61.0/24,NL,NL-NH,Amsterdam,1105 AT
38.240.32.0/24,NL,NL-NH,Amsterdam,1105 AT
38.240.33.0/24,NL,NL-NH,Amsterdam,1105 AT
# Florida, United States
# MIA1
89.37.100.0/24,US,US-FL,Miami,33132
167.94.47.0/24,US,US-FL,Miami,33132
128.254.192.0/24,US,US-FL,Miami,33132
104.249.128.0/24,US,US-FL,Miami,33132
64.112.84.0/24,US,US-FL,Miami,33132
38.255.44.0/24,US,US-FL,Miami,33132
38.255.45.0/24,US,US-FL,Miami,33132
170.39.186.0/24,US,US-FL,Miami,33132
# London, United Kingdom
# LON1
103.199.98.0/24,GB,GB-LND,London,E14 9GE
89.36.230.0/24,GB,GB-LND,London,E14 9GE
89.35.48.0/24,GB,GB-LND,London,E14 9GE
217.146.81.0/24,GB,GB-LND,London,E14 9GE
185.16.204.0/24,GB,GB-LND,London,E14 9GE
217.146.88.0/24,GB,GB-LND,London,E14 9GE
5.226.138.0/24,GB,GB-LND,London,E14 9GE
45.87.60.0/24,GB,GB-LND,London,E14 9GE
45.143.147.0/24,GB,GB-LND,London,E14 9GE
194.49.78.0/24,GB,GB-LND,London,E14 9GE
45.130.152.0/24,GB,GB-LND,London,E14 9GE
45.130.153.0/24,GB,GB-LND,London,E14 9GE
188.210.236.0/24,GB,GB-LND,London,E14 9GE
5.252.167.0/24,GB,GB-LND,London,E14 9GE
45.130.154.0/24,GB,GB-LND,London,E14 9GE
45.130.155.0/24,GB,GB-LND,London,E14 9GE
89.46.43.0/24,GB,GB-LND,London,E14 9GE
103.202.53.0/24,GB,GB-LND,London,E14 9GE
103.202.54.0/24,GB,GB-LND,London,E14 9GE
103.202.52.0/24,GB,GB-LND,London,E14 9GE
38.255.46.0/24,GB,GB-LND,London,E14 9GE
38.255.47.0/24,GB,GB-LND,London,E14 9GE
38.255.48.0/24,GB,GB-LND,London,E14 9GE
38.255.58.0/24,GB,GB-LND,London,E14 9GE
38.255.59.0/24,GB,GB-LND,London,E14 9GE
38.255.60.0/24,GB,GB-LND,London,E14 9GE
38.255.62.0/24,GB,GB-LND,London,E14 9GE
38.240.34.0/24,GB,GB-LND,London,E14 9GE
38.240.35.0/24,GB,GB-LND,London,E14 9GE
38.240.52.0/24,GB,GB-LND,London,E14 9GE
38.240.53.0/24,GB,GB-LND,London,E14 9GE
188.253.28.0/24,GB,GB-LND,London,E14 9GE
45.139.6.0/24,GB,GB-LND,London,E14 9GE
178.173.242.0/24,GB,GB-LND,London,E14 9GE
5.226.52.0/24,GB,GB-LND,London,E14 9GE
5.226.53.0/24,GB,GB-LND,London,E14 9GE
5.226.54.0/24,GB,GB-LND,London,E14 9GE
45.87.63.0/24,GB,GB-LND,London,E14 9GE
185.162.74.0/24,GB,GB-LND,London,E14 9GE
45.143.144.0/24,GB,GB-LND,London,E14 9GE
# Hong Kong, Hong Kong
# HKG1
103.96.80.0/24,HK,,Hong Kong,
103.131.130.0/24,HK,,Hong Kong,
38.240.44.0/24,HK,,Hong Kong,
38.240.60.0/24,HK,,Hong Kong,
188.253.30.0/24,HK,,Hong Kong,
188.253.111.0/24,HK,,Hong Kong,
# Tokyo, Japan
# TYO1
103.96.81.0/24,JP,JP-13,Tokyo,140-0002
103.131.131.0/24,JP,JP-13,Tokyo,140-0002
38.240.40.0/24,JP,JP-13,Tokyo,140-0002
178.173.243.0/24,JP,JP-13,Tokyo,140-0002
188.253.109.0/24,JP,JP-13,Tokyo,140-0002
# Sydney, Australia
# SYD1
103.96.82.0/24,AU,AU-NSW,Sydney,2015
103.96.83.0/24,AU,AU-NSW,Sydney,2015
38.240.41.0/24,AU,AU-NSW,Sydney,2015
38.240.42.0/24,AU,AU-NSW,Sydney,2015
38.240.43.0/24,AU,AU-NSW,Sydney,2015
# Chicago, Illinois
# CHI1
103.104.250.0/24,US,US-IL,Chicago,60607
38.240.45.0/24,US,US-IL,Chicago,60607
38.240.46.0/24,US,US-IL,Chicago,60607
38.240.47.0/24,US,US-IL,Chicago,60607
38.240.62.0/24,US,US-IL,Chicago,60607
188.253.31.0/24,US,US-IL,Chicago,60607
178.173.247.0/24,US,US-IL,Chicago,60607
# Frankfurt, Germany
# FRA10
103.199.99.0/24,DE,DE-HE,Frankfurt,60326
38.240.58.0/24,DE,DE-HE,Frankfurt,60326
178.173.237.0/24,DE,DE-HE,Frankfurt,60326
188.253.29.0/24,DE,DE-HE,Frankfurt,60326
188.253.108.0/24,DE,DE-HE,Frankfurt,60326
# Toronto, Canada
# TOR10
38.240.59.0/24,CA,CA-ON,Toronto,M5A 0G7
178.173.236.0/24,CA,CA-ON,Toronto,M5A 0G7
# Singapore, Singapore
# SIN1
103.144.51.0/24,SG,SG-01,Singapore,
178.173.239.0/24,SG,SG-01,Singapore,
